Variety,Cropping_System,Sowing_Date,Harvest_Date,Yield
PANORAMA ,RIEGO,2011-02-21,2011-06-27,6250.0
PANORAMA ,RIEGO,2012-05-05,2012-09-08,6218.0
PANORAMA ,RIEGO,2012-05-09,2012-09-12,6250.0
SAN JUAN,RIEGO,2009-10-01,2010-02-04,5000.0
SAN JUAN,RIEGO,2009-10-01,2010-02-04,6250.0
SAN JUAN,RIEGO,2010-04-27,2010-08-31,6562.0
SAN JUAN,RIEGO,2010-04-27,2010-08-31,6125.0
SAN JUAN,RIEGO,2010-06-21,2010-10-25,8250.0
VENEZUELA 21,RIEGO,2010-08-08,2010-12-12,8563.0
YAGUARA,RIEGO,2011-01-28,2011-06-03,6562.5
YUMA,RIEGO,2012-07-12,2012-11-15,4375.0
CIMARRON BARINAS,RIEGO,2009-04-04,2009-08-08,6562.0
CIMARRON BARINAS,RIEGO,2009-05-07,2009-09-10,6214.0
CIMARRON BARINAS,RIEGO,2009-05-02,2009-09-05,6260.0
CIMARRON BARINAS,RIEGO,2009-04-10,2009-08-14,6875.0
CIMARRON BARINAS,RIEGO,2008-03-28,2008-08-01,7500.0
CIMARRON BARINAS,RIEGO,2008-05-02,2008-09-05,8437.0
CIMARRON BARINAS,RIEGO,2008-03-01,2008-07-05,9060.0
CIMARRON BARINAS,RIEGO,2008-04-21,2008-08-25,8333.0
CIMARRON BARINAS,RIEGO,2008-03-01,2008-07-05,8477.0
CIMARRON BARINAS,RIEGO,2009-05-29,2009-10-02,6875.0
CIMARRON BARINAS,RIEGO,2008-04-14,2008-08-18,8125.0
CIMARRON BARINAS,RIEGO,2008-04-28,2008-09-01,6900.0
CIMARRON BARINAS,RIEGO,2009-06-22,2009-10-26,4687.5
CIMARRON BARINAS,RIEGO,2008-04-15,2008-08-19,8375.0
CIMARRON BARINAS,RIEGO,2009-05-22,2009-09-25,8190.0
CIMARRON BARINAS,RIEGO,2009-01-16,2009-05-22,7375.0
CIMARRON BARINAS,RIEGO,2008-04-18,2008-08-22,8750.0
CIMARRON BARINAS,RIEGO,2009-05-27,2009-09-30,5547.0
CIMARRON BARINAS,RIEGO,2009-07-09,2009-11-12,4375.0
CIMARRON BARINAS,RIEGO,2008-03-23,2008-07-27,8125.0
CIMARRON BARINAS,RIEGO,2009-04-06,2009-08-10,8750.0
CIMARRON BARINAS,RIEGO,2009-04-23,2009-08-27,7562.0
CIMARRON BARINAS,RIEGO,2009-04-08,2009-08-12,6875.0
CIMARRON BARINAS,RIEGO,2009-03-02,2009-07-06,6100.0
CIMARRON BARINAS,RIEGO,2009-04-28,2009-09-01,8125.0
CIMARRON BARINAS,RIEGO,2008-04-04,2008-08-08,8750.0
CIMARRON BARINAS,RIEGO,2008-04-21,2008-08-25,8750.0
CIMARRON BARINAS,RIEGO,2009-05-19,2009-09-22,6000.0
CIMARRON BARINAS,RIEGO,2009-01-06,2009-05-12,9437.0
CIMARRON BARINAS,RIEGO,2008-05-28,2008-10-01,8250.0
COLOMBIA XXI,RIEGO,2010-05-12,2010-09-15,6875.0
COLOMBIA XXI,RIEGO,2012-02-24,2012-06-29,7000.0
COLOMBIA XXI,RIEGO,2011-07-22,2011-11-25,7500.0
COLOMBIA XXI,RIEGO,2009-04-06,2009-08-10,7500.0
COLOMBIA XXI,RIEGO,2009-04-06,2009-08-10,6875.0
COLOMBIA XXI,RIEGO,2010-07-20,2010-11-23,6250.0
COLOMBIA XXI,RIEGO,2010-07-19,2010-11-22,8500.0
COLOMBIA XXI,RIEGO,2009-03-27,2009-07-31,5812.0
COLOMBIA XXI,RIEGO,2009-04-01,2009-08-05,5375.0
COPROSEM 304,RIEGO,2008-02-20,2008-06-25,6800.0
COPROSEM 304,RIEGO,2009-04-23,2009-08-27,5937.0
COPROSEM 304,RIEGO,2008-04-11,2008-08-15,7937.0
COPROSEM 304,RIEGO,2008-02-15,2008-06-20,10000.0
COPROSEM 304,RIEGO,2008-02-23,2008-06-28,6300.0
COPROSEM 304,RIEGO,2009-04-30,2009-09-03,8187.0
COPROSEM 304,RIEGO,2008-05-22,2008-09-25,7500.0
F2000,RIEGO,2009-05-02,2009-09-05,7000.0
F2000,RIEGO,2008-04-11,2008-08-15,7000.0
F275,RIEGO,2008-05-02,2008-09-05,7000.0
F275,RIEGO,2008-04-11,2008-08-15,8500.0
F275,RIEGO,2009-03-05,2009-07-09,6250.0
F275,RIEGO,2010-05-15,2010-09-18,7312.0
F275,RIEGO,2008-05-02,2008-09-05,9062.0
F275,RIEGO,2008-03-11,2008-07-15,8375.0
F275,RIEGO,2009-04-11,2009-08-15,7250.0
F275,RIEGO,2009-04-17,2009-08-21,7812.0
F275,RIEGO,2009-06-27,2009-10-31,5250.0
F275,RIEGO,2008-04-16,2008-08-20,8220.0
F275,RIEGO,2008-03-06,2008-07-10,8437.0
F369 + F473,RIEGO,2008-06-01,2008-10-05,6875.0
F473,RIEGO,2009-07-01,2009-11-04,9000.0
F473,RIEGO,2009-04-08,2009-08-12,7250.0
F50,RIEGO,2009-02-11,2009-06-17,7812.0
F50,RIEGO,2008-01-10,2008-05-15,6750.0
F50,RIEGO,2008-04-22,2008-08-26,9375.0
F60,RIEGO,2008-04-11,2008-08-15,9207.0
F60,RIEGO,2009-03-18,2009-07-22,7375.0
F60,RIEGO,2008-05-02,2008-09-05,8437.0
F60,RIEGO,2009-07-17,2009-11-20,6250.0
F60,RIEGO,2009-02-04,2009-06-10,7200.0
F60,RIEGO,2010-05-25,2010-09-28,8125.0
F60,RIEGO,2008-05-07,2008-09-10,8125.0
F60,RIEGO,2008-04-15,2008-08-19,6500.0
F60,RIEGO,2008-06-11,2008-10-15,8125.0
F60,RIEGO,2008-02-20,2008-06-25,7312.0
F60,RIEGO,2008-03-21,2008-07-25,7630.0
F60,RIEGO,2008-04-03,2008-08-07,9083.0
F60,RIEGO,2011-07-04,2011-11-07,6875.0
F60,RIEGO,2010-05-06,2010-09-09,7500.0
F733,RIEGO,2011-06-06,2011-10-10,5625.0
F733,RIEGO,2011-07-20,2011-11-23,6400.0
F733,RIEGO,2011-07-15,2011-11-18,7375.0
F733,RIEGO,2011-06-06,2011-10-10,6875.0
F733,RIEGO,2012-02-24,2012-06-29,6875.0
F733,RIEGO,2012-02-24,2012-06-29,7062.5
F733,RIEGO,2011-06-01,2011-10-05,6250.0
F733,RIEGO,2011-07-08,2011-11-11,6562.0
F733,RIEGO,2012-03-05,2012-07-09,6875.0
F733,RIEGO,2011-05-30,2011-10-03,8500.0
F733,RIEGO,2011-06-21,2011-10-25,6218.0
F733,RIEGO,2011-07-01,2011-11-04,6300.0
F733,RIEGO,2011-07-01,2011-11-04,6250.0
F733,RIEGO,2011-07-23,2011-11-26,7717.0
F733,RIEGO,2011-07-22,2011-11-25,7631.0
F733,RIEGO,2011-07-22,2011-11-25,7916.0
F733,RIEGO,2010-04-22,2010-08-26,7187.5
F733,RIEGO,2011-05-31,2011-10-04,8083.0
F733,RIEGO,2010-01-09,2010-05-15,6200.0
F733,RIEGO,2010-02-24,2010-06-30,6500.0
F733,RIEGO,2008-06-21,2008-10-25,8520.0
F733,RIEGO,2010-07-07,2010-11-10,7125.0
FORTALEZA,RIEGO,2008-02-10,2008-06-15,6875.0
FORTALEZA,RIEGO,2008-02-20,2008-06-25,7875.0
FORTALEZA,RIEGO,2008-03-06,2008-07-10,7625.0
Fortaleza + Pastrana,RIEGO,2008-04-06,2008-08-10,9200.0
LAGUNAS,RIEGO,2011-01-15,2011-05-21,7062.5
LAGUNAS,RIEGO,2011-01-30,2011-06-05,6250.0
LAGUNAS,RIEGO,2008-03-24,2008-07-28,6750.0
LAGUNAS,RIEGO,2011-01-27,2011-06-02,5937.5
LAGUNAS,RIEGO,2011-02-01,2011-06-07,5750.0
LAGUNAS,RIEGO,2011-01-21,2011-05-27,6250.0
LAGUNAS,RIEGO,2011-12-23,2012-04-27,5625.0
LAGUNAS,RIEGO,2011-02-01,2011-06-07,4687.5
LAGUNAS,RIEGO,2012-02-17,2012-06-22,6148.0
LAGUNAS,RIEGO,2012-02-29,2012-07-04,6981.0
LAGUNAS,RIEGO,2012-03-02,2012-07-06,5750.0
LAGUNAS,RIEGO,2012-02-17,2012-06-22,6562.0
LAGUNAS,RIEGO,2011-02-03,2011-06-09,6500.0
LAGUNAS,RIEGO,2011-01-22,2011-05-28,6750.0
LAGUNAS,RIEGO,2008-03-21,2008-07-25,5375.0
LAGUNAS,RIEGO,2011-01-31,2011-06-06,6875.0
LAGUNAS,RIEGO,2011-01-27,2011-06-02,5750.0
LAGUNAS,RIEGO,2011-07-11,2011-11-14,7375.0
LAGUNAS,RIEGO,2011-07-22,2011-11-25,6125.0
LAGUNAS,RIEGO,2012-02-18,2012-06-23,5312.5
LAGUNAS,RIEGO,2012-03-28,2012-08-01,6875.0
LAGUNAS,RIEGO,2011-02-04,2011-06-10,8000.0
LAGUNAS,RIEGO,2011-01-23,2011-05-29,5625.0
LAGUNAS,RIEGO,2011-02-03,2011-06-09,8250.0
LAGUNAS,RIEGO,2011-01-20,2011-05-26,6875.0
LAGUNAS,RIEGO,2012-03-27,2012-07-31,6562.5
LAGUNAS,RIEGO,2012-03-22,2012-07-26,6250.0
LAGUNAS,RIEGO,2012-04-02,2012-08-06,5000.0
LAGUNAS,RIEGO,2011-07-07,2011-11-10,5625.0
LAGUNAS,RIEGO,2012-04-05,2012-08-09,5625.0
LAGUNAS,RIEGO,2011-01-18,2011-05-24,6875.0
LAGUNAS,RIEGO,2007-09-29,2008-02-02,7125.0
MOCARI,RIEGO,2011-02-26,2011-07-02,5562.0
MOCARI,RIEGO,2011-03-14,2011-07-18,4815.0
MOCARI,RIEGO,2011-03-05,2011-07-09,4300.0
MOCARI,RIEGO,2011-02-28,2011-07-04,5125.0
ONLY RICE 228,RIEGO,2009-04-14,2009-08-18,6875.0
ONLY RICE 228,RIEGO,2009-05-12,2009-09-15,7500.0
ONLY RICE 228,RIEGO,2009-05-25,2009-09-28,6250.0
ONLY RICE 228,RIEGO,2009-06-18,2009-10-22,7437.0
ONLY RICE 228,RIEGO,2009-06-01,2009-10-05,7187.0
ONLY RICE 228,RIEGO,2010-05-12,2010-09-15,6923.0
ONLY RICE 228,RIEGO,2009-12-19,2010-04-24,5600.0
ORYZICA 1,RIEGO,2012-03-28,2012-08-01,7125.0
ORYZICA 1,RIEGO,2012-03-29,2012-08-02,6428.0
PANORAMA ,RIEGO,2009-06-30,2009-11-03,5625.0
PANORAMA ,RIEGO,2010-05-17,2010-09-20,7500.0
CIMARRON BARINAS,RIEGO,2013-05-20,2013-09-23,7750.0
F473,RIEGO,2012-12-10,2013-04-15,6875.0
F473,RIEGO,2013-03-28,2013-08-01,7875.0
F473,RIEGO,2013-04-01,2013-08-05,6625.0
F473,RIEGO,2013-04-04,2013-08-08,7000.0
F473,RIEGO,2013-04-06,2013-08-10,5250.0
F473,RIEGO,2013-04-19,2013-08-23,8250.0
F473,RIEGO,2013-05-07,2013-09-10,6500.0
F473,RIEGO,2013-05-11,2013-09-14,4438.0
F473,RIEGO,2013-06-06,2013-10-10,4567.0
F473,RIEGO,2013-07-15,2013-11-18,6875.0
F473,RIEGO,2013-08-12,2013-12-16,4187.0
F60,RIEGO,2013-05-17,2013-09-20,6625.0
F60,RIEGO,2013-05-17,2013-09-20,6250.0
F60,RIEGO,2013-05-21,2013-09-24,7313.0
F60,RIEGO,2013-07-10,2013-11-13,5625.0
F733,RIEGO,2013-05-13,2013-09-16,7500.0
F733,RIEGO,2013-05-17,2013-09-20,6875.0
F733,RIEGO,2013-05-19,2013-09-22,6688.0
F733,RIEGO,2013-05-20,2013-09-23,6500.0
F733,RIEGO,2013-05-21,2013-09-24,5750.0
F733,RIEGO,2013-06-14,2013-10-18,5178.0
F733,RIEGO,2013-08-05,2013-12-09,5729.0
LAGUNAS,RIEGO,2013-05-11,2013-09-14,4750.0
LAGUNAS,RIEGO,2013-06-08,2013-10-12,6875.0
LAGUNAS,RIEGO,2013-06-11,2013-10-15,5937.0
LAGUNAS,RIEGO,2013-07-02,2013-11-05,6875.0
LAGUNAS,RIEGO,2013-07-02,2013-11-05,5000.0
LAGUNAS,RIEGO,2013-07-02,2013-11-05,6250.0
LAGUNAS,RIEGO,2013-08-05,2013-12-09,3437.0
LAGUNAS,RIEGO,2013-08-19,2013-12-23,6250.0
ORYZICA 1,RIEGO,2013-04-06,2013-08-10,5625.0
ORYZICA 1,RIEGO,2013-05-17,2013-09-20,5375.0
PANORAMA ,RIEGO,2013-03-10,2013-07-14,6500.0
TAILANDIA ORO,RIEGO,2013-05-07,2013-09-10,8000.0
VENEZUELA 21,RIEGO,2013-07-03,2013-11-06,6875.0
VENEZUELA 21,RIEGO,2013-07-07,2013-11-10,5000.0
VENEZUELA 21,RIEGO,2013-07-17,2013-11-20,5625.0
VENEZUELA 21,RIEGO,2013-08-26,2013-12-30,5094.0
YAGUARA,RIEGO,2013-08-13,2013-12-17,5625.0
YAGUARA,RIEGO,2013-08-19,2013-12-23,6875.0
COLOMBIA XXI,RIEGO,2013-01-08,2013-05-14,5750.0
COLOMBIA XXI,RIEGO,2013-05-08,2013-09-11,7562.0
COLOMBIA XXI,RIEGO,2013-03-06,2013-07-10,4687.0
F473,RIEGO,2013-05-01,2013-09-04,5937.0
F473,RIEGO,2012-12-17,2013-04-22,4687.0
F473,RIEGO,2013-02-13,2013-06-19,5000.0
F473,RIEGO,2013-01-28,2013-06-03,4062.0
F473,RIEGO,2012-12-17,2013-04-22,4125.0
F473,RIEGO,2013-03-06,2013-07-10,3562.0
F473,RIEGO,2012-10-30,2013-03-05,6000.0
F473,RIEGO,2012-11-13,2013-03-19,5550.0
F473,RIEGO,2012-11-14,2013-03-20,7250.0
F473,RIEGO,2013-01-01,2013-05-07,5937.0
F473,RIEGO,2012-09-19,2013-01-23,6250.0
F473,RIEGO,2012-10-19,2013-02-22,6000.0
F473,RIEGO,2012-12-11,2013-04-16,5203.0
F473,RIEGO,2012-12-05,2013-04-10,5625.0
F473,RIEGO,2013-04-18,2013-08-22,7125.0
F473,RIEGO,2012-10-16,2013-02-19,5937.0
F473,RIEGO,2012-12-03,2013-04-08,5000.0
F473,RIEGO,2013-04-03,2013-08-07,6750.0
F60,RIEGO,2012-12-18,2013-04-23,6852.0
F60,RIEGO,2013-03-26,2013-07-30,5000.0
F733,RIEGO,2013-04-24,2013-08-28,6750.0
F733,RIEGO,2012-11-04,2013-03-10,4187.0
F733,RIEGO,2012-11-12,2013-03-18,7187.0
F733,RIEGO,2013-05-20,2013-09-23,6250.0
F733,RIEGO,2012-12-04,2013-04-09,6500.0
F733,RIEGO,2013-05-21,2013-09-24,7333.0
F733,RIEGO,2013-04-22,2013-08-26,6500.0
F733,RIEGO,2012-09-19,2013-01-23,5625.0
F733,RIEGO,2013-02-19,2013-06-25,7187.0
F733,RIEGO,2013-03-02,2013-07-06,8125.0
F733,RIEGO,2013-04-18,2013-08-22,6437.0
LAGUNAS,RIEGO,2013-01-11,2013-05-17,6375.0
LAGUNAS,RIEGO,2013-01-29,2013-06-04,3125.0
LAGUNAS,RIEGO,2013-01-07,2013-05-13,5000.0
LAGUNAS,RIEGO,2013-01-30,2013-06-05,5375.0
LAGUNAS,RIEGO,2013-03-13,2013-07-17,6562.0
LAGUNAS,RIEGO,2013-01-22,2013-05-28,4875.0
LAGUNAS,RIEGO,2013-05-10,2013-09-13,6750.0
LAGUNAS,RIEGO,2013-01-03,2013-05-09,6562.0
LAGUNAS,RIEGO,2012-12-17,2013-04-22,6500.0
MOCARI,RIEGO,2013-04-21,2013-08-25,6500.0
MOCARI,RIEGO,2013-05-02,2013-09-05,6187.0
TAILANDIA ORO,RIEGO,2013-04-01,2013-08-05,6250.0
TAILANDIA ORO,RIEGO,2013-04-30,2013-09-03,7562.0
TAILANDIA ORO,RIEGO,2013-05-17,2013-09-20,7187.0
VENEZUELA 21,RIEGO,2013-04-19,2013-08-23,6562.0
VENEZUELA 21,RIEGO,2013-04-17,2013-08-21,6062.0
YAGUARA,RIEGO,2013-02-13,2013-06-19,6875.0
YAGUARA,RIEGO,2013-05-21,2013-09-24,6791.0
